time,rsam,mf,hf,dsar,ldsar,vsar,rms,rmes,pgv,pga,zsc2_rsam,zsc2_mf,zsc2_hf,zsc2_dsar,zsc2_ldsar,zsc2_vsar,zsc2_rms,zsc2_rmes,zsc2_pgv,zsc2_pga
2001-01-26 03:30:00,8.976310311670273,11.327901714025884,15.63593722717052,1.473436173849065,1.8930193516748888,0.7245188661318156,2.7190409845504907e-06,6.390301717681412e-07,2.400024145386084e-05,0.0001008838939455,2.5879819076938047,3.501743043865528,3.0393468824379357,0.4618403438503461,0.9312711233038397,0.18042845169961613,17.223829318911164,9.055455030368453,23.83818777079582,1.1079525274272306
2001-06-23 20:40:00,34.57326407867509,14.409484663917157,25.57584202272098,1.256689714493529,5.74098030856018,0.5634024136737935,5.356443426078344e-06,2.4767257362939663e-06,3.403236554288367e-05,0.000132734818531,2.5879819076938047,3.501743043865528,3.0393468824379357,0.4618403438503461,0.9312711233038397,0.18042845169961613,17.223829318911164,9.055455030368453,23.83818777079582,1.1079525274272306
2001-06-23 20:50:00,13.482731840322238,10.65232581124355,19.868006331189527,1.1176911645656993,2.8816732047723046,0.536154742135408,4.1622086310160456e-06,2.835243797163583e-06,1.408531191631498e-05,0.0001361860463778,4.550898291773262,3.2073827645887594,4.220051316735828,0.14200570838900703,11.96391819125113,0.1140673158081339,31.692361142596496,113.98080469969392,12.195899596568236,1.5451141885457012
2001-06-23 21:00:00,14.380928720537067,25.84264673732812,58.33156942118518,0.8579167305647087,1.2277015869305072,0.4430301977773039,6.653313752077955e-06,3.861517115232326e-06,2.315252934446711e-05,0.0003378693583523,4.550898291773262,3.2073827645887594,4.220051316735828,0.00991950715120138,0.06705331560387913,0.019530687877192518,31.692361142596496,146.75523804440172,12.195899596568236,1.593943601375387
2001-06-23 21:10:00,29.51937511639598,19.18418803491478,29.958977111510976,1.35537813631825,3.52365854198294,0.6403485660911666,0.0001143416857721,6.835997875003814e-05,0.0003339885424689,0.0002712291158018,4.976894717974124,7.430035551363286,7.4082478382436125,0.00991950715120138,0.06705331560387913,0.019530687877192518,62.04595576794651,261.46726018670665,22.78420248673766,3.674029084376349
2001-06-23 21:20:00,36.54739239223627,22.448769974051352,38.374108564890776,1.245308306261292,3.782155033819708,0.5849978231048836,3.204113666227687e-05,1.747020395714772e-05,0.0001290411833821,0.0001708810030829,13.498615462497348,7.430035551363286,7.4082478382436125,0.4214418545109758,40.607076776497216,0.2555126430356685,589.4290425712968,4394.778180978769,197.66563837300296,2.0986525440766464
2001-06-23 21:30:00,40.17857555625557,25.873657472951518,44.76857395260585,1.2194052550725132,3.5333695743034648,0.5779424088947454,1.3010759907217547e-05,9.100344274851157e-06,4.1982149021635566e-05,0.0001857852117883,18.15410192621811,9.299237110307129,10.399737898909398,0.3411059449716468,41.29181662437237,0.22838451113739505,162.12946805605654,1298.4488761950026,48.158019543296334,2.0986525440766464
2001-09-12 15:00:00,6.278088119903504,7.400267003775809,10.032102289600452,1.5454498788816864,1.7284175456817907,0.737666751113197,2.734951294648643e-07,1.7955403978061945e-07,1.2457159753952455e-06,0.0001139097306841,1.5759056699877345,1.9065715425938778,1.6546574656713091,0.3411059449716468,0.5358429048926483,0.22838451113739505,0.6420388430437894,0.8437551055180733,0.577529767711882,1.2836509100575313
2001-11-04 14:00:00,3.470713518304446,6.127583223640766,7.141941554216715,1.6314368377027797,1.0825230915798525,0.8579715597839858,1.8398934134398605e-07,7.946324948018081e-08,1.5027548869285087e-06,0.000101007908221,0.6924475630696628,1.4561993410679248,1.0387402467660942,3.7006016744774444,0.031213000864528793,2.1825514397609207,0.3639138612478434,0.18380874100076214,0.577529767711882,1.109603621587403
2001-11-04 14:10:00,8.764777174204141,20.147970499355097,35.501128236952475,1.0833545975730474,0.6263769505197586,0.5675304279029487,8.610012096386284e-07,4.623236585379621e-07,3.7546410666283008e-06,0.0001164914924676,0.6924475630696628,1.4561993410679248,1.0387402467660942,0.1037438648078389,0.0011237828136165082,0.19303335375949546,0.3639138612478434,0.18380874100076214,0.7311829321142456,1.109603621587403
2001-11-04 14:20:00,39.46968307465578,42.343748847709776,51.08623983372401,1.5821420520231493,1.7895287741689556,0.8288679884354828,0.0002823819400786,3.37737378031306e-06,0.0021517136165385,0.0081759572778359,2.503752394856223,7.968727078882377,9.347953115028496,0.1037438648078389,0.0011237828136165082,0.19303335375949546,3.317975463001587,4.9443307732376764,2.312755825190646,1.3190003950608389
2001-11-04 14:30:00,4.241534383992298,5.808191815956954,8.655639297305258,1.3295734434752984,1.342979319875924,0.6710297895344608,1.2488366293493151e-06,4.533993746524545e-07,7.344848247151494e-06,8.016877216257404e-05,0.9146190148889501,1.349035678983775,1.3517338740922147,0.8143984759952712,0.11567496887492255,0.9090970300594984,5.651655995395864,4.767404294047724,5.377725466361977,0.8385555380558211
2001-11-04 14:40:00,15.903496520112736,20.114749892261862,31.54749152362433,1.1934436611290618,1.6277748353045938,0.6376021965866527,0.0001445670549786,6.791143489522043e-07,0.0014838383329628,0.0046687936480588,0.9146190148889501,1.349035678983775,1.3517338740922147,0.27469730696834316,0.11567496887492255,0.5666689724333992,5.651655995395864,4.767404294047724,5.377725466361977,0.8385555380558211
